date,ad_id,ad_name,platform,cohort,spend_cents,impressions,clicks,conversions,attributed_revenue_cents,observed_roas,baseline_forecast_roas,model_forecast_roas
2026-01-27,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33474,23000,322,7,56799,1.696809,,
2026-01-28,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29819,20500,287,7,50606,1.697106,,
2026-01-29,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27621,19000,266,6,46119,1.669708,,
2026-01-30,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28413,19500,273,6,47322,1.665505,,
2026-01-31,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33693,23143,324,7,53697,1.593714,,
2026-02-01,SYN-META-04,Generated retargeting concept B,Meta Ads,development,38346,26357,369,9,65552,1.709487,,
2026-02-02,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36282,24929,349,9,64875,1.788077,,
2026-02-03,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32805,22500,315,7,55567,1.693858,,
2026-02-04,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30625,21000,294,7,52004,1.69809,,
2026-02-05,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28210,19357,271,6,45139,1.600106,,
2026-02-06,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25800,17714,248,6,42825,1.659884,,
2026-02-07,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31458,21571,302,7,52033,1.654047,,
2026-02-08,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32531,22357,313,7,54169,1.66515,,
2026-02-09,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33627,23071,323,8,57307,1.704196,,
2026-02-10,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32675,22429,314,7,54032,1.653619,,
2026-02-11,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25897,17786,249,6,43743,1.689115,,
2026-02-12,SYN-META-04,Generated retargeting concept B,Meta Ads,development,24790,17000,238,5,36485,1.471763,,
2026-02-13,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23837,16357,229,5,35216,1.477367,,
2026-02-14,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27490,18857,264,6,44221,1.608621,,
2026-02-15,SYN-META-04,Generated retargeting concept B,Meta Ads,development,34576,23714,332,8,59101,1.709307,,
2026-02-16,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33320,22857,320,7,56588,1.698319,,
2026-02-17,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31264,21500,301,7,51778,1.656154,,
2026-02-18,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25709,17643,247,5,41578,1.617255,,
2026-02-19,SYN-META-04,Generated retargeting concept B,Meta Ads,development,24915,17143,240,5,38295,1.537026,,
2026-02-20,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25479,17500,245,5,39690,1.557753,,
2026-02-21,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27834,19143,268,6,46109,1.656571,,
2026-02-22,SYN-META-04,Generated retargeting concept B,Meta Ads,development,34093,23429,328,8,57642,1.690728,,
2026-02-23,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33114,22714,318,7,55936,1.689195,,
2026-02-24,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33785,23214,325,8,58356,1.727275,,
2026-02-25,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31702,21786,305,6,48336,1.524699,,
2026-02-26,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26594,18286,256,6,44517,1.673949,,
2026-02-27,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30311,20786,291,6,47825,1.57781,,
2026-02-28,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30545,21000,294,7,51379,1.682076,,
2026-03-01,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33431,22929,321,8,60571,1.811821,,
2026-03-02,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36956,25357,355,8,64560,1.746942,,
2026-03-03,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35193,24143,338,8,62714,1.782002,,
2026-03-04,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29665,20357,285,7,50217,1.692803,,
2026-03-05,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28656,19714,276,7,49926,1.742253,,
2026-03-06,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30593,21000,294,7,50491,1.65041,,
2026-03-07,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32900,22571,316,8,57099,1.735532,,
2026-03-08,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33797,23214,325,8,61115,1.808297,,
2026-03-09,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35046,24071,337,8,62599,1.786195,,
2026-03-10,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31728,21786,305,7,54378,1.71388,,
2026-03-11,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30579,21000,294,7,50096,1.638248,,
2026-03-12,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23218,15929,223,5,36320,1.564304,,
2026-03-13,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26767,18357,257,5,39521,1.476482,,
2026-03-14,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27247,18714,262,6,45367,1.665027,,
2026-03-15,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30969,21286,298,7,51283,1.655946,,
2026-03-16,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33430,22929,321,7,56846,1.700449,,
2026-03-17,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30484,20929,293,7,50675,1.662347,,
2026-03-18,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23658,16214,227,5,37741,1.595274,,
2026-03-19,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23797,16357,229,5,38333,1.610833,,
2026-03-20,SYN-META-04,Generated retargeting concept B,Meta Ads,development,24294,16714,234,5,39118,1.610192,,
2026-03-21,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27291,18714,262,6,44161,1.618153,,
2026-03-22,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33631,23071,323,8,58416,1.736969,,
2026-03-23,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32072,22000,308,7,52499,1.636911,,
2026-03-24,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30065,20643,289,7,50319,1.673674,,
2026-03-25,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28109,19286,270,6,46568,1.656694,,
2026-03-26,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27223,18714,262,6,43730,1.606362,,
2026-03-27,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29313,20143,282,6,48662,1.660083,,
2026-03-28,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30447,20929,293,7,51816,1.701843,,
2026-03-29,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35637,24500,343,8,62422,1.751606,,
2026-03-30,SYN-META-04,Generated retargeting concept B,Meta Ads,development,34730,23857,334,8,61115,1.759718,,
2026-03-31,SYN-META-04,Generated retargeting concept B,Meta Ads,development,34153,23429,328,8,58248,1.705502,,
2026-04-01,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31455,21571,302,7,52712,1.675791,,
2026-04-02,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30127,20714,290,6,46733,1.5512,,
2026-04-03,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31785,21857,306,7,53221,1.674406,,
2026-04-04,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28553,19643,275,6,47957,1.679578,,
2026-04-05,SYN-META-04,Generated retargeting concept B,Meta Ads,development,34856,23929,335,8,61381,1.760988,,
2026-04-06,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36175,24857,348,8,62955,1.74029,,
2026-04-07,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32108,22071,309,7,56124,1.747976,,
2026-04-08,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29375,20143,282,6,47302,1.610281,,
2026-04-09,SYN-META-04,Generated retargeting concept B,Meta Ads,development,24857,17071,239,5,39015,1.569578,,
2026-04-10,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27629,19000,266,6,43799,1.585255,,
2026-04-11,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27350,18786,263,6,43421,1.587605,,
2026-04-12,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30328,20857,292,7,53977,1.779774,,
2026-04-13,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32911,22571,316,8,58351,1.772994,,
2026-04-14,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31213,21429,300,7,53367,1.709768,,
2026-04-15,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25297,17357,243,5,41751,1.650433,,
2026-04-16,SYN-META-04,Generated retargeting concept B,Meta Ads,development,22676,15571,218,5,35391,1.560725,,
2026-04-17,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26368,18143,254,6,42511,1.612219,,
2026-04-18,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27379,18786,263,6,45595,1.665327,,
2026-04-19,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29687,20357,285,7,51754,1.743322,,
2026-04-20,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31935,21929,307,7,55211,1.728855,,
2026-04-21,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28563,19643,275,7,49874,1.746105,,
2026-04-22,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25355,17429,244,6,42617,1.680812,,
2026-04-23,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26906,18500,259,6,42448,1.577641,,
2026-04-24,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27395,18786,263,6,44837,1.636686,,
2026-04-25,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31307,21500,301,7,53669,1.714281,,
2026-04-26,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36935,25357,355,9,66359,1.796643,,
2026-04-27,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36416,25000,350,9,64741,1.777817,,
2026-04-28,SYN-META-04,Generated retargeting concept B,Meta Ads,development,34457,23643,331,8,60347,1.751371,,
2026-04-29,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29383,20214,283,6,48447,1.648811,,
2026-04-30,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29105,20000,280,6,47802,1.642398,,
2026-05-01,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26913,18500,259,6,45424,1.687809,,
2026-05-02,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29993,20571,288,7,50648,1.688661,,
2026-05-03,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35139,24143,338,8,62249,1.771507,,
2026-05-04,SYN-META-04,Generated retargeting concept B,Meta Ads,development,38116,26143,366,9,69278,1.817557,,
2026-05-05,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31273,21500,301,7,54900,1.755508,,
2026-05-06,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28479,19571,274,6,48615,1.707047,,
2026-05-07,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27124,18643,261,6,46002,1.695989,,
2026-05-08,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25892,17786,249,6,42279,1.632898,,
2026-05-09,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29580,20286,284,7,49987,1.689892,,
2026-05-10,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35296,24214,339,8,58622,1.660868,,
2026-05-11,SYN-META-04,Generated retargeting concept B,Meta Ads,development,34445,23643,331,8,58215,1.690086,,
2026-05-12,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31148,21429,300,7,53585,1.720335,,
2026-05-13,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27593,18929,265,6,45500,1.648969,,
2026-05-14,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23198,15929,223,5,35637,1.53621,,
2026-05-15,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23620,16214,227,5,35917,1.520618,,
2026-05-16,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27947,19214,269,6,46973,1.680789,,
2026-05-17,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32806,22500,315,7,53282,1.624154,,
2026-05-18,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33959,23357,327,8,57357,1.689007,,
2026-05-19,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29057,19929,279,6,47460,1.633341,,
2026-05-20,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25120,17286,242,5,39555,1.574642,,
2026-05-21,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23784,16357,229,5,36621,1.539733,,
2026-05-22,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27983,19214,269,6,43165,1.542544,,
2026-05-23,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29974,20571,288,7,49786,1.660973,,
2026-05-24,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35640,24500,343,8,60377,1.69408,,
2026-05-25,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33669,23143,324,8,60726,1.803618,,
2026-05-26,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31669,21786,305,7,55180,1.742398,,
2026-05-27,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25945,17786,249,6,43037,1.658778,,
2026-05-28,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27370,18786,263,6,43800,1.600292,,
2026-05-29,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30114,20714,290,6,49146,1.631998,,
2026-05-30,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31174,21429,300,7,53202,1.706614,,
2026-05-31,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35806,24571,344,9,64739,1.808049,,
2026-06-01,SYN-META-04,Generated retargeting concept B,Meta Ads,development,37543,25786,361,9,66992,1.784407,,
2026-06-02,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35785,24571,344,8,60757,1.697834,,
2026-06-03,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30179,20714,290,7,52341,1.734352,,
2026-06-04,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26280,18071,253,5,41330,1.572679,,
2026-06-05,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27860,19143,268,6,45616,1.63733,,
2026-06-06,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30764,21143,296,7,55602,1.807372,,
2026-06-07,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33180,22786,319,8,60015,1.80877,,
2026-06-08,SYN-META-04,Generated retargeting concept B,Meta Ads,development,34123,23429,328,8,62082,1.819359,,
2026-06-09,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32153,22071,309,7,55360,1.721768,,
2026-06-10,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26875,18429,258,6,44208,1.644949,,
2026-06-11,SYN-META-04,Generated retargeting concept B,Meta Ads,development,21949,15071,211,4,34119,1.554467,,
2026-06-12,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23298,16000,224,5,36318,1.558846,,
2026-06-13,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28419,19500,273,6,48400,1.703086,,
2026-06-14,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29940,20571,288,7,51506,1.720307,,
2026-06-15,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30774,21143,296,7,52094,1.692793,,
2026-06-16,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29483,20214,283,6,48613,1.648848,,
2026-06-17,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26363,18071,253,6,41899,1.589311,,
2026-06-18,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23489,16143,226,5,37533,1.597897,,
2026-06-19,SYN-META-04,Generated retargeting concept B,Meta Ads,development,24900,17071,239,5,40109,1.610803,,
2026-06-20,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27325,18786,263,6,42954,1.571967,,
2026-06-21,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31955,21929,307,7,51182,1.60169,,
2026-06-22,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33373,22929,321,8,58494,1.752734,,
2026-06-23,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32380,22214,311,7,55793,1.72307,,
2026-06-24,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27331,18786,263,6,44713,1.635981,,
2026-06-25,SYN-META-04,Generated retargeting concept B,Meta Ads,development,24526,16857,236,5,40468,1.650004,,
2026-06-26,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28552,19643,275,6,48671,1.704644,,
2026-06-27,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31476,21643,303,7,52454,1.666476,,
2026-06-28,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35432,24357,341,8,61769,1.743311,,
2026-06-29,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36420,25000,350,9,68820,1.889621,,
2026-06-30,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32973,22643,317,8,59649,1.809026,,
2026-07-01,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28704,19714,276,6,48536,1.690914,,
2026-07-02,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25840,17714,248,6,42162,1.631656,,
2026-07-03,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29847,20500,287,7,51366,1.720977,,
2026-07-04,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31340,21500,301,7,54433,1.736854,,
2026-07-05,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36409,25000,350,9,65784,1.806806,,
2026-07-06,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35281,24214,339,9,65283,1.850373,,
2026-07-07,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32653,22429,314,8,59160,1.811778,,
2026-07-08,SYN-META-04,Generated retargeting concept B,Meta Ads,development,26974,18500,259,6,45225,1.676615,,
2026-07-09,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25708,17643,247,6,43492,1.691769,,
2026-07-10,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27440,18857,264,6,44178,1.609985,,
2026-07-11,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30982,21286,298,6,49149,1.586373,,
2026-07-12,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29473,20214,283,7,52706,1.788281,,
2026-07-13,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32149,22071,309,7,53367,1.659989,,
2026-07-14,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30118,20714,290,7,52158,1.731788,,
2026-07-15,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23078,15857,222,5,37657,1.631727,,
2026-07-16,SYN-META-04,Generated retargeting concept B,Meta Ads,development,21479,14786,207,4,33588,1.56376,,
2026-07-17,SYN-META-04,Generated retargeting concept B,Meta Ads,development,23359,16071,225,5,38494,1.64793,,
2026-07-18,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28380,19500,273,7,49829,1.755779,,
2026-07-19,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36791,25286,354,8,63034,1.713299,,
2026-07-20,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33635,23071,323,8,58474,1.738487,,
2026-07-21,SYN-META-04,Generated retargeting concept B,Meta Ads,development,30049,20643,289,7,52804,1.757263,,
2026-07-22,SYN-META-04,Generated retargeting concept B,Meta Ads,development,25950,17857,250,6,44871,1.729133,,
2026-07-23,SYN-META-04,Generated retargeting concept B,Meta Ads,development,27912,19143,268,6,44483,1.593687,,
2026-07-24,SYN-META-04,Generated retargeting concept B,Meta Ads,development,28946,19857,278,6,47137,1.628446,,
2026-07-25,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29602,20357,285,7,50427,1.7035,,
2026-07-26,SYN-META-04,Generated retargeting concept B,Meta Ads,development,36197,24857,348,8,62934,1.738652,,
2026-07-27,SYN-META-04,Generated retargeting concept B,Meta Ads,development,35655,24500,343,9,65676,1.841986,,
2026-07-28,SYN-META-04,Generated retargeting concept B,Meta Ads,development,33946,23286,326,8,61829,1.821393,,
2026-07-29,SYN-META-04,Generated retargeting concept B,Meta Ads,development,31524,21643,303,7,55466,1.759485,,
2026-07-30,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29049,19929,279,7,51566,1.775139,,
2026-07-31,SYN-META-04,Generated retargeting concept B,Meta Ads,development,29151,20000,280,7,49528,1.699015,,
2026-08-01,SYN-META-04,Generated retargeting concept B,Meta Ads,development,32515,22357,313,7,56764,1.745779,,
2026-08-02,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,37915,26071,365,9,69483,1.832599,1.717202,1.789946
2026-08-03,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,35980,24714,346,8,63440,1.763202,1.717202,1.761121
2026-08-04,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,31457,21571,302,7,56693,1.802238,1.717202,1.701014
2026-08-05,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,28264,19429,272,6,46326,1.639046,1.717202,1.657951
2026-08-06,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,25606,17571,246,6,42435,1.657229,1.717202,1.626802
2026-08-07,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,27876,19143,268,6,45504,1.632372,1.717202,1.660367
2026-08-08,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,30103,20643,289,7,52399,1.740657,1.717202,1.691292
2026-08-09,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,30645,21071,295,7,53980,1.761462,1.717202,1.696276
2026-08-10,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,30439,20929,293,7,52717,1.73189,1.717202,1.686734
2026-08-11,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,28291,19429,272,6,48420,1.711498,1.717202,1.653175
2026-08-12,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,26628,18286,256,6,42796,1.60718,1.717202,1.629551
2026-08-13,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,25994,17857,250,6,42987,1.653728,1.717202,1.62568
2026-08-14,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,24670,16929,237,5,39131,1.586178,1.717202,1.617916
2026-08-15,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,25481,17500,245,6,43399,1.703191,1.717202,1.635808
2026-08-16,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,31168,21429,300,7,54069,1.73476,1.717202,1.70565
2026-08-17,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,31027,21286,298,7,56196,1.811197,1.717202,1.699944
2026-08-18,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,30019,20643,289,7,53530,1.783204,1.717202,1.682827
2026-08-19,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,25991,17857,250,6,42018,1.616637,1.717202,1.63344
2026-08-20,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,24535,16857,236,5,37800,1.540656,1.717202,1.621163
2026-08-21,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,24306,16714,234,6,42489,1.748087,1.717202,1.628479
2026-08-22,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,29967,20571,288,7,52844,1.763406,1.717202,1.705875
2026-08-23,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,34121,23429,328,8,60847,1.783271,1.717202,1.754981
2026-08-24,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,34633,23786,333,8,64455,1.861086,1.717202,1.756011
2026-08-25,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,34805,23929,335,8,59851,1.719609,1.717202,1.751294
2026-08-26,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,29103,20000,280,7,50581,1.738,1.717202,1.683819
2026-08-27,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,29411,20214,283,7,50161,1.705518,1.717202,1.691128
2026-08-28,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,27287,18714,262,6,45781,1.677759,1.717202,1.673313
2026-08-29,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,31447,21571,302,7,55966,1.779693,1.717202,1.72784
2026-08-30,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,35022,24071,337,8,60938,1.739992,1.717202,1.766582
2026-08-31,SYN-META-04,Generated retargeting concept B,Meta Ads,holdout,34621,23786,333,8,64217,1.854857,1.717202,1.754444
2026-01-04,SYN-GOOG-01,Generated search group A,Google Ads,development,59178,58455,643,9,69213,1.169573,,
2026-01-05,SYN-GOOG-01,Generated search group A,Google Ads,development,60938,60182,662,9,73591,1.207637,,
2026-01-06,SYN-GOOG-01,Generated search group A,Google Ads,development,53136,52545,578,8,60368,1.136104,,
2026-01-07,SYN-GOOG-01,Generated search group A,Google Ads,development,49793,49182,541,6,50005,1.004258,,
2026-01-08,SYN-GOOG-01,Generated search group A,Google Ads,development,42210,41727,459,5,42107,0.99756,,
2026-01-09,SYN-GOOG-01,Generated search group A,Google Ads,development,48005,47455,522,6,49969,1.040912,,
2026-01-10,SYN-GOOG-01,Generated search group A,Google Ads,development,52182,51545,567,7,56991,1.092158,,
2026-01-11,SYN-GOOG-01,Generated search group A,Google Ads,development,53906,53273,586,8,66047,1.225225,,
2026-01-12,SYN-GOOG-01,Generated search group A,Google Ads,development,54073,53455,588,8,64577,1.194256,,
2026-01-13,SYN-GOOG-01,Generated search group A,Google Ads,development,52744,52091,573,7,56316,1.067723,,
2026-01-14,SYN-GOOG-01,Generated search group A,Google Ads,development,42882,42364,466,5,42511,0.991348,,
2026-01-15,SYN-GOOG-01,Generated search group A,Google Ads,development,39330,38909,428,5,36954,0.939588,,
2026-01-16,SYN-GOOG-01,Generated search group A,Google Ads,development,43916,43364,477,5,40607,0.924652,,
2026-01-17,SYN-GOOG-01,Generated search group A,Google Ads,development,49101,48545,534,7,51954,1.058105,,
2026-01-18,SYN-GOOG-01,Generated search group A,Google Ads,development,55753,55091,606,8,62554,1.121984,,
2026-01-19,SYN-GOOG-01,Generated search group A,Google Ads,development,53516,52909,582,7,58345,1.090235,,
2026-01-20,SYN-GOOG-01,Generated search group A,Google Ads,development,48150,47545,523,6,45357,0.941994,,
2026-01-21,SYN-GOOG-01,Generated search group A,Google Ads,development,44307,43818,482,6,46544,1.050489,,
2026-01-22,SYN-GOOG-01,Generated search group A,Google Ads,development,46795,46273,509,6,46514,0.993995,,
2026-01-23,SYN-GOOG-01,Generated search group A,Google Ads,development,49145,48545,534,7,52714,1.072622,,
2026-01-24,SYN-GOOG-01,Generated search group A,Google Ads,development,52665,52000,572,8,62975,1.195766,,
2026-01-25,SYN-GOOG-01,Generated search group A,Google Ads,development,62222,61455,676,10,79556,1.278583,,
2026-01-26,SYN-GOOG-01,Generated search group A,Google Ads,development,58534,57818,636,9,66893,1.142806,,
2026-01-27,SYN-GOOG-01,Generated search group A,Google Ads,development,55494,54818,603,7,57619,1.038292,,
2026-01-28,SYN-GOOG-01,Generated search group A,Google Ads,development,50600,50000,550,7,53596,1.059209,,
2026-01-29,SYN-GOOG-01,Generated search group A,Google Ads,development,44841,44273,487,6,48891,1.090319,,
2026-01-30,SYN-GOOG-01,Generated search group A,Google Ads,development,49507,48909,538,7,57450,1.160442,,
2026-01-31,SYN-GOOG-01,Generated search group A,Google Ads,development,60622,59909,659,10,75591,1.246924,,
2026-02-01,SYN-GOOG-01,Generated search group A,Google Ads,development,61272,60545,666,9,71458,1.166242,,
2026-02-02,SYN-GOOG-01,Generated search group A,Google Ads,development,58076,57364,631,9,67014,1.153902,,
2026-02-03,SYN-GOOG-01,Generated search group A,Google Ads,development,55816,55182,607,8,65833,1.179465,,
