account_id,cohort,tenure_months,usage_change_90d,communication_gap_days,billing_change,delivered_performance_index,support_contacts_90d,monthly_revenue,churned_120d,lead_time_days,model_probability
SYN-01081,development,8,-0.173,33,0,0.8709,2,2608.49,0,0,0.166196
SYN-01082,development,18,0.0202,51,0,1.1478,2,860.34,0,0,0.127094
SYN-01083,development,22,0.2336,21,0,1.1365,0,3946.85,0,0,0.053505
SYN-01084,development,72,0.1368,1,1,0.8786,2,1824.9,0,0,0.111307
SYN-01085,development,77,0.4813,34,0,0.9187,1,1427.96,0,0,0.048963
SYN-01086,development,60,-0.1046,31,0,1.0389,1,8010.82,0,0,0.091315
SYN-01087,development,53,-0.1111,25,0,0.8437,1,745.8,0,0,0.114711
SYN-01088,development,17,0.1296,22,0,0.9143,0,2525.99,0,0,0.079797
SYN-01089,development,73,-0.3349,1,0,0.8178,2,735.11,0,0,0.113821
SYN-01090,development,7,0.0566,1,0,0.7841,1,1767.8,0,0,0.084703
SYN-01091,development,54,-0.3667,1,0,0.8705,4,6225.69,0,0,0.130093
SYN-01092,development,69,-0.1332,4,0,0.8792,6,335.25,0,0,0.115786
SYN-01093,development,12,-0.2292,1,0,1.25,1,347.83,0,0,0.081202
SYN-01094,development,58,0.7189,23,0,0.8184,1,762.41,0,0,0.036448
SYN-01095,development,28,-0.0102,1,0,0.89,0,317.44,0,0,0.073272
SYN-01096,development,51,-0.1129,24,0,1.0547,3,1511.92,1,78,0.10786
SYN-01097,development,47,0.1285,52,0,0.8287,0,2165.82,0,0,0.11321
SYN-01098,development,34,0.2152,31,0,1.2168,0,1431.27,0,0,0.057381
SYN-01099,development,48,-0.5353,47,1,0.8853,0,396.92,1,71,0.384524
SYN-01100,development,69,0.4491,24,0,0.8702,1,180.0,0,0,0.049218
SYN-01101,development,38,-0.4258,18,0,0.8434,1,1536.78,0,0,0.163695
SYN-01102,development,12,0.0419,6,0,0.9492,3,717.95,0,0,0.090799
SYN-01103,development,42,-0.0171,16,0,0.9137,3,1409.79,0,0,0.101053
SYN-01104,development,69,0.3289,4,0,0.8481,2,4811.99,0,0,0.045466
SYN-01105,development,53,-0.2162,1,0,0.7845,4,796.64,0,0,0.12462
SYN-01106,development,38,0.2352,6,0,0.8612,3,2705.79,0,0,0.066312
SYN-01107,development,37,0.0247,14,0,1.039,1,516.88,0,0,0.074779
SYN-01108,development,20,0.2291,14,0,0.9764,0,1358.54,0,0,0.059405
SYN-01109,development,77,-0.1312,44,0,0.8909,1,5851.07,0,0,0.122231
SYN-01110,development,47,-0.0038,58,1,0.8651,3,1854.94,0,0,0.299117
SYN-01111,development,18,0.1018,1,0,1.1388,0,1074.16,0,0,0.051606
SYN-01112,development,69,-0.3489,32,0,1.2449,5,1407.87,0,0,0.145559
SYN-01113,development,6,-0.2717,20,0,0.9278,0,1240.03,0,0,0.137509
SYN-01114,development,27,0.4079,21,1,0.8458,1,624.25,0,0,0.118572
SYN-01115,development,45,-0.1993,35,0,0.6857,1,1467.35,0,0,0.169322
SYN-01116,development,31,0.4195,10,1,0.7189,2,1680.97,0,0,0.117826
SYN-01117,development,44,-0.2349,37,0,0.9394,1,4040.68,0,0,0.142644
SYN-01118,development,27,0.0386,21,0,0.6207,5,551.13,0,0,0.158107
SYN-01119,development,40,-0.2166,53,0,0.7994,0,565.18,0,0,0.188616
SYN-01120,development,33,0.1305,1,0,1.1315,1,986.05,0,0,0.05041
SYN-01121,development,14,0.3533,17,0,1.0971,0,1228.91,0,0,0.047917
SYN-01122,development,32,0.1335,2,0,0.8918,0,888.63,0,0,0.05952
SYN-01123,development,21,0.1917,1,1,0.7203,2,1731.7,0,0,0.14569
SYN-01124,development,14,-0.0201,55,1,0.8954,0,1007.14,0,0,0.275266
SYN-01125,development,12,-0.4829,1,0,0.8623,3,1447.31,0,0,0.176638
SYN-01126,development,39,-0.2771,1,0,0.9183,0,1279.0,0,0,0.096031
SYN-01127,development,31,-0.0649,23,0,1.0936,3,915.55,0,0,0.105677
SYN-01128,development,38,0.197,28,0,1.2137,1,1604.52,0,0,0.059698
SYN-01129,development,34,-0.0598,35,0,0.9468,0,676.43,0,0,0.112535
SYN-01130,development,26,-0.0294,28,0,1.0166,2,1478.04,0,0,0.108945
SYN-01131,development,70,-0.1058,31,0,0.7744,0,1648.28,0,0,0.112711
SYN-01132,development,15,-0.089,42,0,0.9156,1,572.26,0,0,0.150919
SYN-01133,development,84,0.0057,5,0,0.9559,3,579.96,0,0,0.069368
SYN-01134,development,67,-0.2432,21,0,0.9368,0,1578.13,0,0,0.104033
SYN-01135,development,13,0.023,19,0,0.8009,4,5090.06,1,99,0.126098
SYN-01136,development,38,-0.1263,6,0,1.2413,2,1241.88,0,0,0.072455
SYN-01137,development,74,-0.1559,9,0,0.6959,3,6087.82,0,0,0.110672
SYN-01138,development,73,0.1918,1,0,0.8067,1,1766.07,0,0,0.052286
SYN-01139,development,12,0.0858,17,0,0.9478,1,642.74,0,0,0.08629
SYN-01140,development,19,-0.1098,19,0,1.0275,1,282.27,0,0,0.104131
SYN-01141,development,23,-0.0965,19,0,0.9874,0,734.01,0,0,0.096831
SYN-01142,development,37,-0.6545,35,1,1.0701,1,1550.84,1,42,0.367508
SYN-01143,development,9,-0.0378,1,0,0.9116,2,4343.27,0,0,0.087922
SYN-01144,development,3,-0.39,42,0,0.9811,0,871.62,0,0,0.200739
SYN-01145,development,22,-0.45,37,0,0.7024,0,2294.36,0,0,0.231697
SYN-01146,development,15,-0.4929,19,0,0.8122,2,855.3,0,0,0.214533
SYN-01147,development,2,0.3327,36,0,1.0698,0,1770.86,0,0,0.068322
SYN-01148,development,56,-0.266,6,0,0.7292,1,1045.49,0,0,0.119517
SYN-01149,development,49,-0.3199,5,1,0.8344,0,5224.03,0,0,0.195869
SYN-01150,development,40,-0.0296,35,0,1.0121,1,1830.52,0,0,0.105175
SYN-01151,development,55,0.1772,47,1,1.1724,0,1573.86,0,0,0.137483
SYN-01152,development,64,-0.4614,48,0,0.8974,1,1692.99,0,0,0.210632
SYN-01153,development,32,-0.4609,36,0,1.1135,0,812.03,0,0,0.164391
SYN-01154,development,16,0.0528,1,0,0.8086,1,5725.37,0,0,0.076024
SYN-01155,development,77,-0.4205,53,0,0.8102,0,859.13,0,0,0.206589
SYN-01156,development,27,0.0849,1,0,0.6547,1,1721.4,0,0,0.084442
SYN-01157,development,73,-0.5145,20,0,0.9027,1,1331.41,0,0,0.15613
SYN-01158,development,73,0.1816,23,0,1.1324,0,315.54,0,0,0.050108
SYN-01159,development,51,-0.5092,30,0,0.9502,0,1018.78,0,0,0.172174
SYN-01160,development,70,-0.4838,22,0,0.6879,7,3375.74,0,0,0.259282
SYN-01161,development,28,0.2973,18,0,1.0818,3,534.75,0,0,0.06283
SYN-01162,development,32,0.3341,73,0,1.1133,3,491.98,0,0,0.117787
SYN-01163,development,23,0.1033,19,0,0.8029,1,2531.0,0,0,0.091862
SYN-01164,development,68,-0.2631,64,0,0.9719,1,758.46,0,0,0.18898
SYN-01165,development,25,-0.0753,1,1,0.8271,1,1515.32,1,102,0.171093
SYN-01166,development,26,0.0582,34,1,0.7956,2,3116.06,0,0,0.228301
SYN-01167,development,49,-0.3877,40,1,0.7564,0,2574.53,0,0,0.332956
SYN-01168,development,8,-0.0054,11,1,0.8483,0,1716.11,0,0,0.173813
SYN-01169,development,48,-0.1056,33,0,0.8655,0,2841.96,0,0,0.114806
SYN-01170,development,31,-0.2059,50,1,0.8014,0,2276.18,0,0,0.315781
SYN-01171,development,68,0.1113,1,0,0.8203,2,521.96,0,0,0.064371
SYN-01172,development,55,0.0195,28,1,0.9808,1,3735.52,0,0,0.161477
SYN-01173,development,77,-0.1732,35,0,0.8435,4,813.89,0,0,0.155775
SYN-01174,development,42,0.1818,9,0,0.8073,0,4841.95,0,0,0.060106
SYN-01175,development,56,-0.2764,1,0,0.6908,0,528.76,0,0,0.110585
SYN-01176,development,57,-0.3701,46,0,0.9053,0,794.8,0,0,0.179217
SYN-01177,development,55,0.2975,19,0,0.6899,1,1572.82,0,0,0.069633
SYN-01178,development,6,-0.0525,16,1,0.8844,1,3513.87,0,0,0.198574
SYN-01179,development,68,-0.1695,12,0,0.9345,0,1343.51,0,0,0.084078
SYN-01180,development,10,-0.3151,60,0,0.6796,0,2796.84,1,78,0.270052
SYN-01181,development,37,0.317,7,0,0.9737,4,1205.49,0,0,0.059695
SYN-01182,development,28,-0.8055,26,0,0.8955,1,1238.35,0,0,0.27558
SYN-01183,development,43,0.2471,44,1,0.9952,3,2191.44,0,0,0.177709
SYN-01184,development,79,-0.1423,32,0,0.9186,2,340.1,0,0,0.11849
SYN-01185,development,53,0.4572,9,0,1.0144,0,751.75,0,0,0.034124
SYN-01186,development,81,0.2713,31,0,1.1555,0,1394.66,0,0,0.045992
SYN-01187,development,30,0.1702,11,0,1.1721,1,2444.2,0,0,0.05227
SYN-01188,development,69,-0.0343,18,0,0.8865,1,3090.07,0,0,0.082806
SYN-01189,development,77,0.2567,33,0,0.7947,1,553.28,0,0,0.074482
SYN-01190,development,39,0.0118,1,0,0.9119,1,7539.86,0,0,0.064721
SYN-01191,development,78,0.2438,25,1,1.1502,0,3378.94,0,0,0.086424
SYN-01192,development,38,-0.1398,31,0,0.8943,2,475.93,0,0,0.139769
SYN-01193,development,13,0.3664,2,0,0.9551,1,281.26,0,0,0.047924
SYN-01194,development,69,0.0032,71,0,0.7908,1,1561.09,0,0,0.170764
SYN-01195,development,76,0.1218,37,0,0.8362,0,1431.78,0,0,0.083773
SYN-01196,development,20,-0.1344,2,0,0.9402,4,4629.09,0,0,0.107737
SYN-01197,development,61,-0.0754,44,0,1.0416,4,700.24,1,66,0.139001
SYN-01198,development,52,-0.246,23,0,1.0036,2,1212.4,0,0,0.123453
SYN-01199,development,53,-0.1862,1,0,0.7274,0,2005.26,0,0,0.094502
SYN-01200,development,44,0.3161,9,0,0.7692,0,861.6,0,0,0.054296
SYN-01201,development,61,0.1662,12,0,0.996,0,2262.42,0,0,0.051277
SYN-01202,development,57,0.1919,9,0,0.9353,1,3214.12,0,0,0.054268
SYN-01203,development,28,0.0733,24,0,1.0283,1,813.15,0,0,0.083534
SYN-01204,development,73,0.2036,1,0,0.8292,1,2758.43,0,0,0.049679
SYN-01205,development,48,-0.061,18,0,1.1727,2,1206.01,0,0,0.079518
SYN-01206,development,12,0.0238,1,0,0.9003,0,585.97,0,0,0.073881
SYN-01207,development,16,-0.3051,40,0,0.965,2,1379.49,0,0,0.192895
SYN-01208,development,11,-0.0201,58,0,0.9375,1,760.31,0,0,0.167488
SYN-01209,development,64,-0.1545,16,0,1.1333,1,1084.63,0,0,0.079428
SYN-01210,development,33,0.2115,9,0,1.1372,0,2609.94,0,0,0.045466
SYN-01211,development,37,0.0813,17,0,0.7891,2,1067.54,0,0,0.096228
SYN-01212,development,66,0.2733,37,0,1.1638,3,2507.42,0,0,0.064378
SYN-01213,development,69,0.4079,29,0,0.904,0,3139.36,0,0,0.048215
SYN-01214,development,72,-0.2782,8,0,1.0943,10,556.71,0,0,0.155996
SYN-01215,development,34,-0.0825,40,0,1.0726,0,1526.57,0,0,0.109407
SYN-01216,development,81,-0.0889,20,0,0.849,1,578.56,0,0,0.093029
SYN-01217,development,52,-0.4357,54,0,1.0037,0,407.35,0,0,0.200999
SYN-01218,development,57,-0.2087,1,0,1.0659,2,309.8,0,0,0.083073
SYN-01219,development,71,-0.3115,34,0,1.1017,2,2042.4,0,0,0.129902
SYN-01220,development,63,-0.0467,31,0,0.847,2,1823.38,0,0,0.115191
SYN-01221,development,21,-0.0066,15,0,0.8008,0,668.51,0,0,0.097342
SYN-01222,development,43,-0.4957,39,0,0.7292,1,2193.41,0,0,0.240983
SYN-01223,development,58,0.3699,1,0,0.9008,0,949.34,0,0,0.037507
SYN-01224,development,39,0.4876,1,1,0.8932,1,971.15,0,0,0.074784
SYN-01225,development,72,-0.0253,1,0,0.85,1,2259.21,0,0,0.067381
SYN-01226,development,52,-0.3849,16,0,1.0345,0,4229.29,0,0,0.110384
SYN-01227,development,83,0.2145,19,0,0.794,1,1634.23,0,0,0.062841
SYN-01228,development,61,-0.1512,50,0,1.1568,3,2613.74,0,0,0.136403
SYN-01229,development,55,-0.0622,41,1,1.0178,4,2991.75,0,0,0.24263
SYN-01230,development,5,-0.2876,40,0,0.703,6,2230.37,0,0,0.298223
SYN-01231,development,80,-0.1084,1,0,0.9035,1,1035.87,0,0,0.070574
SYN-01232,development,74,-0.1313,19,0,0.9109,0,577.62,0,0,0.088214
SYN-01233,development,69,-0.3025,57,1,0.8666,0,3333.79,1,76,0.313407
SYN-01234,development,82,-0.2875,51,0,0.9679,0,1347.23,0,0,0.147708
SYN-01235,development,43,-0.2249,24,0,0.9169,0,2408.73,0,0,0.117066
SYN-01236,development,45,-0.3085,4,0,0.9317,4,2659.58,0,0,0.129142
SYN-01237,development,19,0.1497,20,0,0.8452,0,1572.2,0,0,0.080909
SYN-01238,development,66,0.0633,39,0,0.873,0,2260.78,1,98,0.092643
SYN-01239,development,10,-0.2781,8,1,1.1494,0,1356.91,0,0,0.181414
SYN-01240,development,41,-0.1577,6,0,0.9021,0,1964.07,0,0,0.087331
SYN-01241,development,43,0.2666,11,1,0.7738,1,1297.38,0,0,0.123891
SYN-01242,development,45,-0.4587,50,0,1.0131,0,1770.27,0,0,0.197516
SYN-01243,development,36,-0.0516,53,0,0.9489,0,1577.5,1,57,0.136741
SYN-01244,development,9,-0.4067,11,0,1.1327,4,2144.31,0,0,0.155398
SYN-01245,development,61,-0.2892,1,0,1.0143,5,842.18,0,0,0.116037
SYN-01246,development,56,-0.1726,9,0,0.8489,3,2276.33,0,0,0.111764
SYN-01247,development,6,-0.1775,61,0,1.0004,1,3249.54,0,0,0.196547
SYN-01248,development,48,-0.0055,12,0,0.8059,1,584.42,1,81,0.089364
SYN-01249,development,10,-0.1549,22,0,0.9969,3,616.62,0,0,0.13885
SYN-01250,development,44,-0.015,19,0,0.6812,1,5882.92,0,0,0.104899
SYN-01251,development,19,-0.1301,2,0,1.0531,2,3222.0,0,0,0.086341
SYN-01252,development,49,0.0372,4,0,0.7814,2,298.41,0,0,0.083315
SYN-01253,development,71,0.6658,1,0,0.6942,0,683.5,0,0,0.028591
SYN-01254,development,45,-0.1392,22,0,1.1739,0,649.81,0,0,0.082407
SYN-01255,development,34,-0.2342,13,0,0.6755,2,908.09,0,0,0.152951
SYN-01256,development,73,-0.3157,47,0,1.1839,2,494.07,1,74,0.144795
SYN-01257,development,22,0.2853,16,0,0.6308,3,1403.49,0,0,0.094923
SYN-01258,development,84,-0.0322,9,1,0.8437,0,1390.09,0,0,0.131986
SYN-01259,development,19,-0.3028,12,0,1.0595,1,987.96,0,0,0.117682
SYN-01260,development,42,-0.6412,4,0,0.9429,1,403.94,0,0,0.165328
SYN-01261,development,33,-0.1781,22,0,1.0181,0,1500.71,0,0,0.10356
SYN-01262,development,64,-0.1194,27,0,0.9655,0,1151.95,0,0,0.094925
SYN-01263,development,54,0.2165,13,0,0.8663,0,1146.79,0,0,0.057289
SYN-01264,development,73,0.5802,69,0,1.1016,2,3158.03,0,0,0.061918
SYN-01265,development,51,-0.095,41,0,1.0574,0,469.58,0,0,0.108059
SYN-01266,development,29,-0.0138,52,0,0.9191,0,1962.84,0,0,0.135116
SYN-01267,development,7,0.3304,50,0,0.8654,0,1668.83,0,0,0.097284
SYN-01268,development,66,0.2282,64,0,0.879,2,5515.68,1,114,0.112789
SYN-01269,development,18,0.3614,16,0,0.6467,3,1125.51,0,0,0.086365
SYN-01270,development,10,0.2117,60,1,0.7809,2,1323.04,0,0,0.278182
SYN-01271,development,10,-0.0378,70,0,0.6784,0,375.93,0,0,0.228609
SYN-01272,development,36,0.1161,1,0,0.828,0,3267.85,0,0,0.060695
SYN-01273,development,57,-0.0867,33,0,1.1604,3,648.32,0,0,0.105269
SYN-01274,development,57,-0.0915,31,0,1.0196,0,1222.63,0,0,0.09445
SYN-01275,development,13,0.0909,3,0,0.9809,1,1002.64,0,0,0.068446
SYN-01276,development,73,0.2246,1,1,0.8614,0,2146.88,0,0,0.087069
SYN-01277,development,2,0.1637,54,1,0.8533,1,1778.07,0,0,0.251953
SYN-01278,development,80,-0.3226,28,0,1.0856,0,2075.59,0,0,0.104327
SYN-01279,development,70,-0.2293,36,0,1.2455,1,1273.01,0,0,0.100241
SYN-01280,development,12,-0.3922,12,0,1.0873,1,504.65,0,0,0.133143
SYN-01281,development,75,0.0363,36,0,1.1157,1,561.51,0,0,0.078403
SYN-01282,development,49,-0.0211,17,0,0.9867,1,1509.06,0,0,0.081418
SYN-01283,development,84,0.1249,19,0,1.0048,1,842.55,0,0,0.05881
SYN-01284,development,24,0.1552,17,0,1.0429,1,640.04,0,0,0.068594
SYN-01285,development,60,-0.0254,8,0,1.0934,4,5900.14,0,0,0.07331
SYN-01286,development,20,-0.0605,47,1,1.0885,0,10159.34,0,0,0.201549
SYN-01287,development,32,-0.0587,12,0,1.0307,3,1049.17,0,0,0.095568
SYN-01288,development,82,-0.435,32,1,0.7442,2,889.71,1,83,0.331596
SYN-01289,development,41,0.1083,65,0,0.7439,3,2876.73,0,0,0.180538
SYN-01290,development,82,-0.1069,23,0,0.9926,3,3140.24,0,0,0.096307
SYN-01291,development,73,0.3776,14,0,0.8709,5,1911.1,1,130,0.060658
SYN-01292,development,78,-0.2842,1,0,0.8719,2,268.22,0,0,0.100192
SYN-01293,development,24,0.4095,19,0,1.0491,0,682.62,0,0,0.046005
SYN-01294,development,59,-0.0308,46,0,0.8074,3,2715.39,0,0,0.151145
SYN-01295,development,70,-0.2312,46,1,0.7623,0,2429.46,1,108,0.282026
SYN-01296,development,37,0.4554,1,0,0.9013,0,232.61,0,0,0.036829
SYN-01297,development,57,-0.3001,19,0,0.9111,6,7139.08,0,0,0.160802
SYN-01298,development,72,0.1475,42,0,1.0001,1,2293.31,0,0,0.080377
SYN-01299,development,53,-0.1955,58,0,1.001,2,3908.38,0,0,0.171955
SYN-01300,development,74,0.1589,26,0,0.9243,1,567.27,0,0,0.069601
SYN-01301,development,33,-0.0427,17,1,0.6979,1,2682.83,0,0,0.210602
SYN-01302,development,61,-0.0496,1,0,0.9103,0,2428.02,0,0,0.064112
SYN-01303,development,82,-0.2769,72,0,1.053,0,973.85,1,98,0.175898
SYN-01304,development,53,-0.1298,1,1,1.1549,0,3463.38,0,0,0.113676
SYN-01305,development,75,-0.4931,3,0,0.6358,1,2882.98,0,0,0.15038
SYN-01306,development,21,0.1698,1,1,0.8974,3,957.04,0,0,0.13897
SYN-01307,development,4,-0.1086,33,0,0.9009,9,4393.03,0,0,0.229806
SYN-01308,development,18,-0.176,18,0,1.1205,2,1577.8,0,0,0.109079
SYN-01309,development,8,-0.3157,86,0,1.0465,0,1608.73,0,0,0.277922
SYN-01310,development,35,0.0372,36,0,0.6572,6,900.08,1,113,0.189133
SYN-01311,development,68,-0.2351,13,0,0.7587,0,1135.63,0,0,0.108868
SYN-01312,development,41,-0.357,41,0,0.7364,1,595.23,0,0,0.215123
SYN-01313,development,38,0.0582,33,0,0.7644,1,969.77,0,0,0.115936
SYN-01314,development,39,0.0454,9,0,0.9073,3,394.2,0,0,0.087701
SYN-01315,development,6,0.2871,1,0,0.7118,1,1358.09,0,0,0.067061
SYN-01316,development,23,-0.0599,26,0,0.7271,0,1118.83,0,0,0.126238
SYN-01317,development,3,0.2933,1,0,0.6683,4,447.88,1,130,0.087643
SYN-01318,development,76,-0.1659,21,0,0.9668,1,3498.61,0,0,0.092162
SYN-01319,development,9,0.2913,30,0,0.7622,0,505.98,0,0,0.087146
SYN-01320,development,34,-0.2971,36,1,0.6244,2,770.82,0,0,0.376024
SYN-01321,development,73,-0.3108,20,0,0.8291,1,2557.06,1,72,0.126929
SYN-01322,development,77,0.396,50,0,0.8763,1,1109.68,0,0,0.071346
SYN-01323,development,20,0.2002,25,0,0.7558,10,475.03,0,0,0.172513
SYN-01324,development,59,0.2009,44,0,0.7468,0,420.71,0,0,0.097406
SYN-01325,development,72,-0.2636,34,1,0.8551,2,2048.69,1,90,0.26854
SYN-01326,development,74,-0.1585,74,0,0.6796,0,1306.5,1,36,0.216165
SYN-01327,development,79,0.1251,23,0,0.9303,0,2754.95,0,0,0.061569
SYN-01328,development,61,-0.0087,22,0,0.7201,3,2433.47,1,112,0.11694
SYN-01329,development,44,0.0578,38,0,0.835,0,588.85,0,0,0.106545
SYN-01330,development,49,-0.0944,34,0,0.7088,3,2000.39,1,118,0.160706
SYN-01331,development,79,0.2707,27,0,1.1828,2,2846.87,0,0,0.04855
SYN-01332,development,38,0.0506,23,0,0.8718,1,277.95,1,68,0.094503
SYN-01333,development,40,0.2618,20,0,0.7062,0,1601.68,0,0,0.072348
SYN-01334,development,31,0.0118,43,0,0.954,1,196.58,0,0,0.123025
SYN-01335,development,35,-0.1423,31,0,1.0367,0,1883.18,0,0,0.107765
SYN-01336,development,62,-0.2253,12,1,0.7494,1,552.76,1,61,0.217745
SYN-01337,development,17,-0.1194,45,0,0.9698,1,1415.19,0,0,0.152497
SYN-01338,development,64,-0.0263,23,0,0.8851,1,451.08,0,0,0.092665
SYN-01339,development,76,0.1249,1,0,0.8198,0,1922.52,0,0,0.051891
SYN-01340,development,80,-0.025,48,0,0.8558,0,1334.47,0,0,0.113354
SYN-01341,development,35,0.2245,39,0,1.0461,1,2085.15,0,0,0.078209
SYN-01342,development,71,0.1669,14,0,0.6768,0,2316.14,0,0,0.067758
SYN-01343,development,37,-0.2608,1,0,0.8582,2,2376.71,1,66,0.112968
SYN-01344,development,45,-0.073,24,0,0.972,1,2199.92,0,0,0.097546
SYN-01345,development,67,0.3411,24,0,0.9727,3,1776.76,0,0,0.059123
SYN-01346,development,31,-0.1741,9,0,1.0733,2,1881.06,0,0,0.095424
SYN-01347,development,40,0.7253,9,0,0.9074,2,1983.18,0,0,0.031274
SYN-01348,development,48,-0.3687,42,0,1.0735,0,827.21,0,0,0.153591
SYN-01349,development,55,-0.1784,35,1,0.8552,0,297.15,0,0,0.2384
SYN-01350,development,71,-0.2778,1,0,0.719,2,1216.86,0,0,0.115492
SYN-01351,development,19,-0.1317,1,0,0.7004,2,2762.35,1,132,0.117448
SYN-01352,development,76,0.2057,37,1,1.0007,0,1464.25,0,0,0.125018
SYN-01353,development,70,-0.0162,41,1,0.7225,1,3148.9,1,82,0.229112
SYN-01354,development,23,0.021,22,1,0.9752,3,1860.04,0,0,0.197029
SYN-01355,development,45,0.0865,13,0,0.5142,0,2932.12,0,0,0.095311
SYN-01356,development,7,0.0947,49,1,0.9827,3,2984.92,0,0,0.254401
SYN-01357,development,22,0.2638,38,0,1.1154,0,380.48,0,0,0.069199
SYN-01358,development,51,-0.0394,73,0,0.8091,3,3900.61,0,0,0.212837
SYN-01359,development,4,0.1377,11,0,0.8666,10,2743.6,0,0,0.148223
SYN-01360,development,80,0.0674,1,0,0.9123,0,3585.89,0,0,0.049471
SYN-01361,development,75,-0.3082,24,0,0.8475,0,982.37,0,0,0.124003
SYN-01362,development,13,0.1317,22,0,0.8631,0,2944.37,0,0,0.084259
SYN-01363,development,12,-0.5308,22,0,0.6223,1,1844.56,1,36,0.251618
SYN-01364,development,5,-0.2445,15,0,0.8457,2,868.7,0,0,0.153968
SYN-01365,development,46,-0.3032,64,0,0.8985,3,607.7,1,85,0.255101
SYN-01366,development,18,0.0982,39,0,1.0327,0,1555.66,0,0,0.094313
SYN-01367,development,74,-0.1436,37,0,0.772,1,1004.0,0,0,0.135632
SYN-01368,development,78,-0.2037,4,0,1.0548,3,1137.09,0,0,0.084296
SYN-01369,development,64,0.1224,68,0,0.8027,1,2502.52,0,0,0.141937
SYN-01370,development,58,-0.3136,14,0,0.8456,0,1816.06,0,0,0.116658
SYN-01371,development,77,-0.2574,16,0,1.1533,1,1222.72,0,0,0.084595
SYN-01372,development,31,-0.0298,21,0,0.8081,1,703.98,1,84,0.11068
SYN-01373,development,41,0.1595,19,0,1.0095,0,1707.81,0,0,0.061675
SYN-01374,development,40,0.017,31,1,1.1179,2,4767.92,0,0,0.167059
SYN-01375,development,59,-0.2341,1,0,1.0395,1,2658.87,0,0,0.078833
SYN-01376,development,40,-0.177,18,0,1.0732,0,2236.98,0,0,0.08995
SYN-01377,development,32,-0.4849,40,1,0.8263,2,1310.03,0,0,0.407511
SYN-01378,development,63,-0.0164,11,0,0.9342,4,976.94,0,0,0.091867
SYN-01379,development,55,0.3078,19,0,0.7668,4,733.79,0,0,0.080044
SYN-01380,development,59,0.1442,47,0,0.8273,0,1512.47,0,0,0.100075
SYN-01381,development,77,0.119,53,0,0.7787,1,2065.94,0,0,0.115172
SYN-01382,development,43,0.2115,2,0,0.8095,0,3545.75,0,0,0.053103
SYN-01383,development,56,-0.2517,4,1,0.8803,1,2270.91,0,0,0.185009
SYN-01384,development,44,-0.075,37,1,0.797,0,1249.56,1,81,0.233342
SYN-01385,development,43,0.3073,5,0,0.985,2,386.1,1,133,0.049706
SYN-01386,development,61,0.1431,1,0,0.8201,1,1965.04,0,0,0.057955
SYN-01387,development,32,0.193,22,0,0.6846,3,1471.45,0,0,0.105835
SYN-01388,development,75,0.1987,24,0,0.8638,4,1394.05,0,0,0.082614
SYN-01389,development,40,0.081,50,0,1.25,1,396.77,0,0,0.09118
SYN-01390,development,51,0.3955,1,0,0.7631,1,5413.75,0,0,0.042946
SYN-01391,development,45,0.0677,1,0,1.0326,0,1027.22,0,0,0.053223
SYN-01392,development,41,-0.4612,11,0,0.8304,2,3342.03,0,0,0.163675
SYN-01393,development,12,-0.354,20,0,1.0873,1,748.41,0,0,0.139746
SYN-01394,development,78,0.3798,19,0,0.9583,2,711.02,0,0,0.047818
SYN-01395,development,73,0.1184,1,0,1.0526,1,957.47,0,0,0.046479
SYN-01396,development,41,-0.3726,31,0,0.8427,2,777.63,0,0,0.190544
SYN-01397,development,51,-0.2565,22,1,1.0538,0,360.98,0,0,0.195673
SYN-01398,development,18,-0.2572,1,0,0.7727,4,3554.98,0,0,0.146731
SYN-01399,development,54,0.4512,36,0,1.1402,0,416.07,0,0,0.04438
SYN-01400,development,5,0.1195,13,0,0.7041,0,383.04,0,0,0.093913
SYN-01401,development,52,-0.1785,56,0,1.0416,1,1410.37,0,0,0.154422
SYN-01402,development,84,0.0561,54,1,0.668,0,512.74,0,0,0.235323
SYN-01403,development,41,-0.1552,51,0,1.0217,0,5104.25,0,0,0.133849
SYN-01404,development,55,-0.1794,35,0,1.0266,0,4899.1,0,0,0.106455
SYN-01405,development,70,0.2661,37,1,0.8272,0,570.73,0,0,0.139196
SYN-01406,development,80,0.3039,18,1,1.0648,2,370.26,0,0,0.093303
SYN-01407,development,41,-0.599,69,0,1.0184,0,1113.38,0,0,0.288548
SYN-01408,development,57,-0.244,47,0,0.9125,5,895.16,0,0,0.211328
SYN-01409,development,64,0.1849,24,0,1.0356,0,1993.12,0,0,0.056188
SYN-01410,development,35,0.3287,45,0,0.8112,0,916.95,0,0,0.086311
SYN-01411,development,41,-0.4331,22,0,0.8646,1,636.59,0,0,0.170226
SYN-01412,development,74,-0.2549,4,0,0.8026,0,818.06,0,0,0.093742
SYN-01413,development,67,-0.0951,15,0,0.8654,6,1679.7,0,0,0.127065
SYN-01414,development,25,-0.1903,48,1,0.9229,5,1184.63,1,125,0.372998
SYN-01415,development,33,-0.114,47,1,0.9457,1,1137.75,0,0,0.267386
SYN-01416,development,83,-0.0646,19,0,0.7699,0,2027.95,0,0,0.086631
SYN-01417,development,75,-0.329,15,0,1.164,1,738.21,0,0,0.092269
SYN-01418,development,51,0.3355,19,1,0.937,0,293.59,0,0,0.099779
SYN-01419,development,51,-0.0246,36,0,0.9028,0,1294.22,0,0,0.104842
